Address, Latitude, Longitude, Price, Price/Sqft
"4703 MEADOWS EDGE LN, Houston (TX)",29.838626,-95.699853,139900,68.81455976
"17523 saxon dr, houston (TX)",29.888651,-95.676576,139900,72.33712513
"7834 shangrila ln, houston (TX)",29.893647,-95.659378,139900,70.44310171
"6734 GREEN STONE CT, Houston (TX)",29.875527,-95.63329,139900,77.63596004
"13326 misty mill dr, houston (TX)",29.85456,-95.610111,139900,66.36622391
"2123 glen knoll dr, houston (TX)",29.744256,-95.582062,139900,58.19467554
"6526 n gena lee dr, houston (TX)",29.933866,-95.522896,139900,77.80867631
"6031 w bellfort st, houston (TX)",29.656792,-95.496779,139900,49.52212389
"9914 revelstoke, houston (TX)",29.919739,-95.486933,139900,54.90580848
"820 e. 28th st, houston (TX)",29.812094,-95.388313,139900,167.7458034
"14406 obra lane, houston (TX)",29.617007,-95.419327,139500,49.29328622
"3030 WESTWICK DR, Houston (TX)",29.73231,-95.611432,139000,67.08494208
"706 Voyager Dr, Houston (TX)",29.553883,-95.130737,139000,82.93556086
"706 Voyager Dr, Houston (TX)",29.553883,-95.130737,139000,82.93556086
"12731 ASHFORD CREEK DR, Houston (TX)",29.73408,-95.610838,137000,61.54537287
"11009 panther ct, houston (TX)",29.666666,-95.573885,136900,62.25557071
"5317 Viking, Houston (TX)",29.834525,-95.470712,136500,127.3320896
"5317 Viking, Houston (TX)",29.834525,-95.470712,136500,127.3320896
"4014 chapman st, houston (TX)",29.797147,-95.353981,135900,82.36363636
"6426 bright falls, houston (TX)",29.869086,-95.688636,135000,68.45841785
"14814 delbarton dr, houston (TX)",29.684755,-95.647899,135000,60.34868127
"13102 RICHMOND AV, Houston (TX)",29.728341,-95.619842,135000,73.6497545
"13102 RICHMOND AV, Houston (TX)",29.728341,-95.619842,135000,73.6497545
"12742 ASHFORD BROOK DR, Houston (TX)",29.735082,-95.611367,135000,60.64690027
"13015 mills bend st, houston (TX)",29.963471,-95.577321,135000,73.81082559
"16219 charterstone dr, houston (TX)",30.005416,-95.566568,135000,55.01222494
"12110 manorgate dr, houston (TX)",29.650335,-95.544148,135000,62.3844732
"4115 mountain peak way, houston (TX)",30.071639,-95.181194,135000,78.71720117
"14638 morningside view dr, houston (TX)",29.595025,-95.362515,134900,62.71501627
"10955 Shadow Wood, Houston (TX)",29.804383,-95.572703,134800,80.33373063
"14815 INVERRARY DR, Houston (TX)",29.892907,-95.630288,134500,74.30939227
"3319 right way, houston (TX)",30.085768,-95.196394,134500,42.32221523
"4828 Whispering Falls Dr, Houston (TX)",29.847055,-95.636673,133900,63.97515528
"1942 shadow rock dr, houston (TX)",30.057017,-95.223478,133900,70.88406564
"5850 duxbury, houston (TX)",29.648124,-95.491471,132500,76.58959538
"1919 reseda, houston (TX)",29.564533,-95.116103,131000,77.5147929
"6902 LA GRANADA DR, Houston (TX)",29.702774,-95.662246,129900,58.91156463
"16926 Carbridge Dr, Houston (TX)",29.859292,-95.659795,129900,54.92600423
"4719B CASHEL CIRCLE, Houston (TX)",29.98725,-95.503642,129900,69.42811331
"9518 abbotshall, houston (TX)",29.859272,-95.205123,129900,57.88770053
"2811 golden leaf dr, houston (TX)",30.068174,-95.199471,129900,54.26065163
"7330 troulon dr, houston (TX)",29.690403,-95.515355,129800,76.8957346
"1134 reedpoint dr, houston (TX)",29.991402,-95.443834,129115,50.02518404
"6715 Greenvale Lane, Houston (TX)",29.949083,-95.514282,128900,55.608283
"11302 sageville dr, houston (TX)",29.601963,-95.20786,128888,71.20883978
"4420 alvin, houston (TX)",29.663986,-95.361124,126000,76.04103802
"17414 sentry park ct, houston (TX)",29.863209,-95.673505,125900,76.21065375
"10615 WAYWARD WIND LN, Houston (TX)",29.915598,-95.576609,125900,66.64902065
"14822 tilley, houston (TX)",29.862063,-95.630672,125800,49.08310574
"16411 LEEDSWELL LANE, Houston (TX)",29.866546,-95.655477,125500,67.32832618
"7730 CLUB LAKE DR, Houston (TX)",29.890244,-95.643035,125000,45.32269761
"14426 moorfield dr, houston (TX)",29.675942,-95.639024,125000,66.27783669
"10015 storm meadow dr, houston (TX)",29.917146,-95.565707,125000,76.92307692
"7706 LEADER ST, Houston (TX)",29.704414,-95.5223,125000,80.43758044
"15107 weil place, houston (TX)",29.920402,-95.396548,125000,60.09615385
"7411 VIA VISTA DR, Houston (TX)",29.695491,-95.655254,124900,61.28557409
"12919 advance dr, houston (TX)",29.944544,-95.615877,124900,69.5821727
"10218 crooks way ct, houston (TX)",29.922168,-95.588575,124900,62.82696177
"3518 KINGSTON VALE DR, Houston (TX)",29.718921,-95.623726,124500,82.39576439
"5723 bermuda dunes, houston (TX)",29.985748,-95.521351,124500,54.27201395
"8614 braeburn valley dr, houston (TX)",29.685025,-95.517964,124000,71.96749855
"3306 KNOLL WEST DR, Houston (TX)",29.726798,-95.612118,123900,70.43774872
"2906 ASHFORD PARK DR, Houston (TX)",29.7326,-95.609687,123500,70.69261591
"711 Richview, Houston (TX)",29.958422,-95.396709,123500,69.57746479
"12934 SKYMEADOW DR, Houston (TX)",29.726628,-95.615137,123000,62.91560102
"16018 timber run, houston (TX)",29.713472,-95.665773,122000,65.17094017
"5323 GRAPEVINE ST, Houston (TX)",29.615779,-95.462333,121000,62.9225169
"14503 LITTLE ST, Houston (TX)",29.615587,-95.462326,121000,63.28451883
"3126 timberlark dr, houston (TX)",30.061601,-95.193145,120900,74.76808905
"15926 MISSION GLEN DR, Houston (TX)",29.681743,-95.666574,120000,58.76591577
"15826 AMAPOLA DR, Houston (TX)",29.707953,-95.665097,120000,54.894785
"1418 wisterwood, houston (TX)",29.794502,-95.551768,120000,90.22556391
"7614 Streamside, Houston (TX)",29.876264,-95.464601,120000,61.41248721
"519 nelda rd, houston (TX)",29.887823,-95.407164,120000,77.12082262
"15307 FLEMINGTON AV, Houston (TX)",29.86531,-95.640041,119900,65.9153381
"13319 KLAMATH FALLS DR, Houston (TX)",29.85824,-95.610615,119900,67.77840588
"7627 CANDLEGREEN LN, Houston (TX)",29.645411,-95.511288,119900,40.97744361
"6031 LATTIMER DR, Houston (TX)",29.653078,-95.497365,119900,54.47523853
"1710 EUEL ST, Houston (TX)",29.811763,-95.351114,119900,135.0225225
"8503 glenlea st, houston (TX)",29.668089,-95.26636,119900,82.40549828
"334 edgeton ct, houston (TX)",29.797773,-95.191149,119900,67.85512168
"11619 elmcroft dr, houston (TX)",29.671921,-95.579933,119500,69.88304094
"10938 meadow walk ln, houston (TX)",29.941048,-95.459566,118500,63.67544331
"14507 LITTLE ST, Houston (TX)",29.615167,-95.462322,118000,69.86382475
"5321 GRAPEVINE ST, Houston (TX)",29.61568,-95.462146,118000,69.86382475
"5317 GRAPEVINE ST, Houston (TX)",29.615551,-95.461892,118000,69.86382475
"8415 Cookwood Dr, Houston (TX)",29.686171,-95.595011,117900,51.80140598
"18219 Barkers Crest Dr., Houston (TX)",29.817972,-95.682371,117500,66.38418079
"12803 foxburo dr, houston (TX)",29.93632,-95.613407,117500,55.03512881
"9635 farrell dr, houston (TX)",29.951164,-95.564389,117500,80.04087193
"15121 silverman st, houston (TX)",29.565444,-95.147797,116900,83.97988506
"15522 pebble lake dr, houston (TX)",29.905556,-95.639502,116000,60.10362694
"14509 LITTLE ST, Houston (TX)",29.61531,-95.462347,116000,78.21982468
"5319 GRAPEVINE ST, Houston (TX)",29.615585,-95.462034,116000,79.61564859
"10403 spring harvest dr, houston (TX)",29.923215,-95.577098,115900,75.4066363
"11741 chanteloup dr, houston (TX)",29.626375,-95.392177,115900,96.58333333
"5311 windsong trl, houston (TX)",29.850527,-95.675663,115000,72.6010101
"8238 BRENTFORD, Houston (TX)",29.685403,-95.675157,115000,60.05221932
"6401 sharpview dr, houston (TX)",29.697009,-95.495223,115000,84.31085044
"14423 HAMILTON GROVE LN, Houston (TX)",29.602665,-95.376935,115000,85.8849888
"2014 middle creek drive, houston (TX)",30.064177,-95.220324,115000,74.67532468
"12846 ASHFORD MEADOW DR, Houston (TX)",29.733747,-95.613648,114900,62.04103672
"11634 Evesborough, Houston (TX)",29.677061,-95.583207,114900,62.44565217
"8303 furlong ln, houston (TX)",29.642656,-95.524004,114900,51.99095023
"11042 sagehill dr, houston (TX)",29.59413,-95.223056,114900,62.61580381
"7327 Wood Bluff Boulevard, Houston (TX)",29.879339,-95.518476,114000,66.27906977
"6718 sylmar rd, houston (TX)",29.691014,-95.502238,114000,62.6029654
"17027 edgware dr, houston (TX)",29.859613,-95.664518,113900,65.45977011
"11431 kirkmeadow dr, houston (TX)",29.604229,-95.231452,113900,62.82404854
"215 mill stream ln, houston (TX)",29.9305,-95.401479,113500,70.7605985
"7764 high village dr, houston (TX)",29.894495,-95.655644,112900,79.78798587
"15306 NEWLY DR, Houston (TX)",29.863321,-95.640194,112900,77.22298222
"7226 shady arbor ln, houston (TX)",29.872975,-95.498951,112000,72.82184655
"1714 EL DORADO BL, Houston (TX)",29.575332,-95.122785,110700,49.3315508
"16231 bowie ridge ln, houston (TX)",29.589279,-95.46574,110500,77.87174066
"14714 RIDGECHASE LN, Houston (TX)",29.987547,-95.486605,110000,36.60565724
"9414 deep valley dr, houston (TX)",29.858091,-95.204249,110000,64.70588235
"15723 alta mesa dr, houston (TX)",29.708393,-95.663533,109900,67.01219512
"6010 MOONMIST DR, Houston (TX)",29.711225,-95.487426,109900,89.20454545
"4103 tasselwood ln, houston (TX)",29.979703,-95.484201,109900,51.79076343
"5819 Birchmont Dr, Houston (TX)",29.843492,-95.47583,109900,64.00698893
"10410 sageforest dr, houston (TX)",29.602822,-95.218007,109900,53.55750487
"11506 burlwood dr, houston (TX)",29.594235,-95.206352,109900,84.34382195
"10139 farrell dr, houston (TX)",29.951339,-95.570796,109500,75.20604396
"18546 TRAIL BEND LN, Houston (TX)",29.829349,-95.689272,107000,96.74502712
"4123 mistissin ln, houston (TX)",29.599943,-95.439489,107000,62.79342723
"837 FOSTORIA, Houston (TX)",29.854331,-95.386145,107000,97.80621572
"11834 FAIRPOINT DR, Houston (TX)",29.669088,-95.586221,105900,57.15056665
"7351 ADDICKS CLODINE RD, Houston (TX)",29.69461,-95.663787,105000,48.90544946
"1555 nichole woods dr, houston (TX)",29.621594,-95.393524,105000,70.18716578
"8343 bonner dr, houston (TX)",29.684417,-95.260126,105000,84.67741935
"16119 glen mar, houston (TX)",29.719176,-95.669044,104900,70.02670227
"16734 pebbleglen dr, houston (TX)",29.886316,-95.66375,104900,84.80194018
"6826 EDGEMOOR DR, Houston (TX)",29.703775,-95.502553,104900,84.32475884
"5631 tiffany, houston (TX)",29.617116,-95.467797,104900,74.92857143
"19722 spanish needle dr, houston (TX)",29.807083,-95.716413,103900,63.50855746
"6433 leader st, houston (TX)",29.70419,-95.49681,103000,84.08163265
"8407 MEADOWSHIRE ST, Houston (TX)",29.881969,-95.399104,103000,63.65883807
"15315 paseo del rey dr, houston (TX)",29.704134,-95.658052,101900,43.21458863
"6715 LA PUENTE DR, Houston (TX)",29.705473,-95.668031,99900,56.18672666
"16007 CAMINO DEL SOL DR, Houston (TX)",29.692408,-95.667419,99900,56.21834553
"16007 CAMINO DEL SOL DR, Houston (TX)",29.692408,-95.667419,99900,56.21834553
"13550 san rafael ln, houston (TX)",29.697241,-95.622359,99900,52.96924708
"17002 jane lynn ln, houston (TX)",30.012806,-95.568626,99900,58.83392226
"17922 kinsale valley ln, houston (TX)",29.958692,-95.388374,99900,57.21649485
"18546 TRAIL BEND LN, Houston (TX)",29.829349,-95.689272,99500,89.96383363
"11535 new vista ln, houston (TX)",29.952248,-95.462033,99000,66.26506024
"114 eichwurzel ln, houston (TX)",29.810682,-95.370408,99000,114.5833333
"9746 guest, houston (TX)",29.854508,-95.267332,98000,51.41657922
"19418 Fletcher, Houston (TX)",29.976409,-95.408998,97900,56.8524971
"811 richview dr, houston (TX)",29.95837,-95.395225,97900,55.43601359
"8420 baker dr, houston (TX)",29.68632,-95.260125,96000,91.42857143
"18515 DENISE DALE LN, Houston (TX)",29.82688,-95.688313,95000,76.98541329
"6603 SOLEDAD DR, Houston (TX)",29.706313,-95.674053,95000,60.01263424
"15007 ridge lake dr, houston (TX)",29.712031,-95.654132,95000,62.78916061
"11902 hendon ln, houston (TX)",29.692016,-95.587909,95000,56.95443645
"7538 Brush Wood Drive, Houston (TX)",29.872506,-95.471395,95000,51.8558952
"335 skywood dr, houston (TX)",30.006089,-95.430672,95000,57.64563107
"17602 glenpatti dr, houston (TX)",29.875278,-95.676361,94995,62.57905138
"4525 Keystone, Houston (TX)",29.697184,-95.347785,94900,50.50558808
"12114 woodcliff dr, houston (TX)",29.782178,-95.222289,94900,44.84877127
"3410 creek grove dr, houston (TX)",29.938973,-95.471904,93900,61.1328125
"16706 dew drop lane, houston (TX)",29.883258,-95.66198,93000,75.18189167
"11814 greenshire dr, houston (TX)",29.631857,-95.353176,92400,76.36363636
"3359 strong winds dr, houston (TX)",29.982133,-95.469192,92000,82.43727599
"7230 skybright ln, houston (TX)",29.882954,-95.659242,91500,73.96928052
"8442 wier, houston (TX)",29.684598,-95.257148,91500,50.60840708
"15319 LINDITA DR, Houston (TX)",29.691384,-95.656556,90000,60.48387097
"14635 picton dr, houston (TX)",29.931853,-95.308708,90000,87.20930233
"17018 APPLECROSS LN, Houston (TX)",29.858532,-95.66205,89900,73.99176955
"10934 shadow wood dr, houston (TX)",29.804892,-95.571679,89900,49.01853871
"11715 quicksilver ct, houston (TX)",29.955085,-95.47002,89900,66.00587372
"2506 lower valley dr, houston (TX)",29.957813,-95.459102,89900,52.85126396
"6222 perch creek dr, houston (TX)",29.816254,-95.211721,89900,97.39978332
"15702 PFEIFFER DR, Houston (TX)",29.720548,-95.660923,89500,45.43147208
"12246 haraldson forest dr, houston (TX)",29.898702,-95.224035,88500,75.25510204
"7819 kellwood dr, houston (TX)",29.877688,-95.508143,87900,72.04918033
"13426 louisville, houston (TX)",29.785114,-95.185467,85900,81.03773585
"2711 LAZY SPRING DR, Houston (TX)",29.818698,-95.52183,85000,62.5
"9107 ALCOTT, Houston (TX)",29.816768,-95.515575,85000,54.52212957
"6918 soledad dr, houston (TX)",29.70158,-95.674354,84000,52.93005671
"1103 elton st, houston (TX)",29.649673,-95.239473,81500,51.61494617
"6407 SOLEDAD DR, Houston (TX)",29.70801,-95.67399,80000,58.99705015
"5607 hardwood forest dr, houston (TX)",29.88576,-95.470482,80000,43.14994606
"10211 bessemer st, houston (TX)",29.637955,-95.232235,80000,42.30565838
"6603 NAVIDAD RD, Houston (TX)",29.706365,-95.670711,79900,45.78796562
"15111 CORONA DEL MAR DR, Houston (TX)",29.699428,-95.652894,79900,34.01447424
"3907 elmwood, houston (TX)",29.668188,-95.367666,79900,57.52339813
"923 Bunton, Houston (TX)",29.79423,-95.358055,79900,85.36324786
"12429 dorwayne ct, houston (TX)",29.763829,-95.216869,79900,58.75
"12522 WARRENWOOD DR, Houston (TX)",29.962234,-95.485815,77900,59.78511128
"15331 e hampton cir, houston (TX)",29.631247,-95.517902,77000,51.81695828
"11706 basilica st, houston (TX)",29.66187,-95.586309,75900,37.5
"9219 TERRYDALE DR, Houston (TX)",29.892945,-95.403694,75000,75.75757576
"6319 perch creek dr, houston (TX)",29.818185,-95.212049,75000,77.08119219
"14527 laredo st, houston (TX)",29.781856,-95.16434,74990,62.49166667
"12015 carvel ln, houston (TX)",29.696575,-95.590387,74900,46.6957606
"9843 EBLEN DR, Houston (TX)",29.883979,-95.50373,74900,57.39463602
"6015 knotty wood, houston (TX)",29.855936,-95.496877,74550,55.38632987
"3707 darlinghurst, houston (TX)",29.62381,-95.432205,73500,55.80865604
"161 zachary st, houston (TX)",29.739708,-95.260873,73000,36.42714571
houston (TX),29.763284,-95.363272,71500,48.73892297
"16002 CAMINO DEL SOL DR, Houston (TX)",29.692891,-95.667158,70000,39.3922341
"montauk, houston (TX)",29.873168,-95.639626,70000,53.19148936
"2008 wellington st, houston (TX)",29.857781,-95.354041,70000,79.54545455
"11506 Bay Cedar, Houston (TX)",29.635599,-95.351637,69900,59.43877551
"5838 southlea street, houston (TX)",29.685089,-95.331517,67000,58.77192982
"2122 union mill rd, houston (TX)",29.952456,-95.455643,66900,38.36009174
"11339 featherstar ln, houston (TX)",29.948175,-95.458571,66500,30.54662379
"7223 postwick, Houston (TX)",29.884255,-95.654269,65000,46.36233952
"13221 Chelton St, Houston (TX)",29.775533,-95.191422,65000,45.39106145
"10314 BARADA, Houston (TX)",29.635563,-95.230637,60000,30.37974684
"810 conklin st, houston (TX)",29.879554,-95.416307,59900,62.59143156
"1042 redondo dr, houston (TX)",29.77713,-95.202363,59900,42.03508772
"5118 malmedy, houston (TX)",29.683831,-95.342977,59500,58.96927651
"3307 Ojeman, Houston (TX)",29.824476,-95.502822,57900,57.38354807
"4807 Ridgevan St, Houston (TX)",29.589629,-95.457835,52000,37.46397695
"12722 dairy brook dr, houston (TX)",29.681996,-95.606029,51475,33.93210283
"3430 europa st, houston (TX)",29.817983,-95.386345,48900,56.59722222
"9703 valiant dr, houston (TX)",29.865496,-95.179727,48645,38.00390625
"1905 semmes st, houston (TX)",29.778759,-95.348358,48000,45.36862004
"12623 chiswick rd, houston (TX)",29.6242,-95.405901,46900,41.21265378
"7833 Sherman St, Houston (TX)",29.732329,-95.283875,44900,81.34057971
"4718 RIDGETON DR, Houston (TX)",29.587545,-95.454543,40000,29.455081
"5935 southseas st, houston (TX)",29.676609,-95.330673,35900,32.34234234
"9234 CHATWOOD, Houston (TX)",29.842868,-95.25331,35000,36.23188406
"5214 penfield lane, houston (TX)",29.701478,-95.331766,34900,29.40185341
"5931 belcrest st, houston (TX)",29.665081,-95.327111,34900,31.02222222
"3827 corder st, houston (TX)",29.686824,-95.365408,32900,30.74766355
"4206 new orleans st, houston (TX)",29.776584,-95.32779,29900,49.83333333
"6038 BEEKMAN, Houston (TX)",29.693284,-95.333182,20900,20.3902439
"3517 corksie st, houston (TX)",29.648581,-95.371275,19900,23.03240741
