Address, Latitude, Longitude, Price, Price/Sqft
"5612 community dr, houston (TX)",29.721042,-95.447371,695000,178.2051282
"5628 community dr, houston (TX)",29.720492,-95.447359,657000,171.7198118
"5812 community dr, houston (TX)",29.718572,-95.447317,249900,141.6666667
"5816 Community Dr., Houston (TX)",29.71838,-95.447313,225000,171.2328767
"5816 Community Dr., Houston (TX)",29.71838,-95.447313,225000,171.2328767
"5916 annapolis, houston (TX)",29.718765,-95.421093,799000,244.8666871
"6004 lake st, houston (TX)",29.718508,-95.419516,959000,272.4431818
"6021 wakeforest, houston (TX)",29.717834,-95.422156,1295000,348.2118849
"6116 kirby dr, houston (TX)",29.716869,-95.418704,440000,411.2149533
"6118 buffalo speedway, houston (TX)",29.716419,-95.427988,1279000,249.853487
"6208 community dr, houston (TX)",29.715803,-95.447178,900000,235.4788069
"6208 Community Drive, Houston (TX)",29.715803,-95.447178,189900,117.8039702
"6208 Community Drive, Houston (TX)",29.715803,-95.447178,189900,117.8039702
"6317 belmont st, houston (TX)",29.714134,-95.424213,2950000,424.6437311
"6329 mercer st, houston (TX)",29.713691,-95.431832,849000,262.8482972
"6348 buffalo speedway, houston (TX)",29.713079,-95.42794,695000,287.6655629
"6608 Weslayan St, Houston (TX)",29.709086,-95.44131,529000,231.7126588
"6608 Weslayan St, Houston (TX)",29.709086,-95.44131,529000,231.7126588
"6620 brompton, houston (TX)",29.708563,-95.423479,2499000,357
"6720 rutgers, houston (TX)",29.706671,-95.428911,748000,263.5658915
